0,1,2,3,4,5,6,7,8
CN130290,13,029,"Bryan County, GA",2009,16346,15028,1318,8.1
CN130310,13,031,"Bulloch County, GA",2009,33125,30152,2973,9
CN130330,13,033,"Burke County, GA",2009,9963,8743,1220,12.2
CN130350,13,035,"Butts County, GA",2009,10037,8767,1270,12.7
CN130370,13,037,"Calhoun County, GA",2009,2394,2128,266,11.1
CN130390,13,039,"Camden County, GA",2009,20949,19042,1907,9.1
CN130430,13,043,"Candler County, GA",2009,4279,3882,397,9.3
PA130600,13,045,"Carroll County, GA",2009,51718,46157,5561,10.8
CN130470,13,047,"Catoosa County, GA",2009,34919,32119,2800,8
CN130490,13,049,"Charlton County, GA",2009,4620,4130,490,10.6
PS130450,13,051,"Chatham County, GA",2009,131304,120194,11110,8.5
CN130530,13,053,"Chattahoochee County, GA",2009,1711,1461,250,14.6
CN130550,13,055,"Chattooga County, GA",2009,10575,9365,1210,11.4
PA130950,13,057,"Cherokee County, GA",2009,106406,96295,10111,9.5
PA130550,13,059,"Clarke County, GA",2009,65461,60857,4604,7
CN130610,13,061,"Clay County, GA",2009,1432,1314,118,8.2
PA131050,13,063,"Clayton County, GA",2009,133339,116962,16377,12.3
CN130650,13,065,"Clinch County, GA",2009,2768,2463,305,11
PA131100,13,067,"Cobb County, GA",2009,367817,332662,35155,9.6
CN130690,13,069,"Coffee County, GA",2009,17140,14257,2883,16.8
CN130710,13,071,"Colquitt County, GA",2009,20566,18725,1841,9
CN130730,13,073,"Columbia County, GA",2009,58884,54744,4140,7
CN130750,13,075,"Cook County, GA",2009,7236,6373,863,11.9
CN130770,13,077,"Coweta County, GA",2009,58018,52192,5826,10
CN130790,13,079,"Crawford County, GA",2009,6072,5493,579,9.5
CN130810,13,081,"Crisp County, GA",2009,9947,8740,1207,12.1
CN130830,13,083,"Dade County, GA",2009,8342,7593,749,9
CN130850,13,085,"Dawson County, GA",2009,10834,9737,1097,10.1
CN130870,13,087,"Decatur County, GA",2009,12032,10504,1528,12.7
CN130890,13,089,"DeKalb County, GA",2009,382207,341417,40790,10.7
CN130910,13,091,"Dodge County, GA",2009,9255,8218,1037,11.2
CN130930,13,093,"Dooly County, GA",2009,4730,4251,479,10.1
CN130950,13,095,"Dougherty County, GA",2009,41764,37133,4631,11.1
PA131000,13,097,"Douglas County, GA",2009,63563,56290,7273,11.4
CN130990,13,099,"Early County, GA",2009,5536,4953,583,10.5
CN131010,13,101,"Echols County, GA",2009,2205,2058,147,6.7
CN131030,13,103,"Effingham County, GA",2009,28012,25800,2212,7.9
CN131050,13,105,"Elbert County, GA",2009,9870,8663,1207,12.2
CN131070,13,107,"Emanuel County, GA",2009,10979,9850,1129,10.3
CN131090,13,109,"Evans County, GA",2009,4827,4399,428,8.9
CN131110,13,111,"Fannin County, GA",2009,10943,9851,1092,10
CN131130,13,113,"Fayette County, GA",2009,51201,46902,4299,8.4
PA130900,13,115,"Floyd County, GA",2009,48936,43522,5414,11.1
CN131170,13,117,"Forsyth County, GA",2009,81190,74233,6957,8.6
CN131190,13,119,"Franklin County, GA",2009,10383,9162,1221,11.8
CN131210,13,121,"Fulton County, GA",2009,474723,423804,50919,10.7
CN131230,13,123,"Gilmer County, GA",2009,13936,12576,1360,9.8
CN131250,13,125,"Glascock County, GA",2009,1111,988,123,11.1
PA130650,13,127,"Glynn County, GA",2009,40889,37542,3347,8.2
CN131290,13,129,"Gordon County, GA",2009,25467,22141,3326,13.1
CN131310,13,131,"Grady County, GA",2009,11782,10625,1157,9.8
CN131330,13,133,"Greene County, GA",2009,7829,6957,872,11.1
PS130370,13,135,"Gwinnett County, GA",2009,406709,368344,38365,9.4
CN131370,13,137,"Habersham County, GA",2009,20468,18535,1933,9.4
PA130700,13,139,"Hall County, GA",2009,90062,81871,8191,9.1
CN131410,13,141,"Hancock County, GA",2009,3381,2783,598,17.7
CN131430,13,143,"Haralson County, GA",2009,12603,11173,1430,11.3
CN131450,13,145,"Harris County, GA",2009,15809,14667,1142,7.2
CN131470,13,147,"Hart County, GA",2009,10571,9108,1463,13.8
CN131490,13,149,"Heard County, GA",2009,4841,4240,601,12.4
CN131510,13,151,"Henry County, GA",2009,94257,84418,9839,10.4
PA130350,13,153,"Houston County, GA",2009,67779,62821,4958,7.3
CN131550,13,155,"Irwin County, GA",2009,4057,3470,587,14.5
CN131570,13,157,"Jackson County, GA",2009,27385,24409,2976,10.9
CN131590,13,159,"Jasper County, GA",2009,6391,5581,810,12.7
CN131610,13,161,"Jeff Davis County, GA",2009,5174,4474,700,13.5
CN131630,13,163,"Jefferson County, GA",2009,7191,6118,1073,14.9
CN131650,13,165,"Jenkins County, GA",2009,2610,2098,512,19.6
CN131670,13,167,"Johnson County, GA",2009,3718,3274,444,11.9
CN131690,13,169,"Jones County, GA",2009,13858,12668,1190,8.6
CN131710,13,171,"Lamar County, GA",2009,8094,6854,1240,15.3
CN131730,13,173,"Lanier County, GA",2009,4018,3681,337,8.4
CN131750,13,175,"Laurens County, GA",2009,22266,19863,2403,10.8
CN131770,13,177,"Lee County, GA",2009,17325,15956,1369,7.9
CN131790,13,179,"Liberty County, GA",2009,25414,23253,2161,8.5
CN131810,13,181,"Lincoln County, GA",2009,3845,3450,395,10.3
CN131830,13,183,"Long County, GA",2009,6132,5771,361,5.9
PA130750,13,185,"Lowndes County, GA",2009,53092,48716,4376,8.2
CN131870,13,187,"Lumpkin County, GA",2009,13275,11806,1469,11.1
CN131890,13,189,"McDuffie County, GA",2009,10729,9426,1303,12.1
CN131910,13,191,"McIntosh County, GA",2009,5475,4950,525,9.6
CN131930,13,193,"Macon County, GA",2009,5112,4449,663,13
CN131950,13,195,"Madison County, GA",2009,16336,14987,1349,8.3
CN131970,13,197,"Marion County, GA",2009,3326,2997,329,9.9
CN131990,13,199,"Meriwether County, GA",2009,9457,8207,1250,13.2
CN132010,13,201,"Miller County, GA",2009,3637,3320,317,8.7
CN132050,13,205,"Mitchell County, GA",2009,10522,9423,1099,10.4
CN132070,13,207,"Monroe County, GA",2009,13625,12230,1395,10.2
CN132090,13,209,"Montgomery County, GA",2009,4513,4129,384,8.5
CN132110,13,211,"Morgan County, GA",2009,9561,8628,933,9.8
CN132130,13,213,"Murray County, GA",2009,19354,16975,2379,12.3
PA130400,13,215,"Muscogee County, GA",2009,84642,76838,7804,9.2
CN132170,13,217,"Newton County, GA",2009,45842,40059,5783,12.6
CN132190,13,219,"Oconee County, GA",2009,18335,17199,1136,6.2
CN132210,13,221,"Oglethorpe County, GA",2009,7963,7307,656,8.2
CN132230,13,223,"Paulding County, GA",2009,64564,57656,6908,10.7
CN132250,13,225,"Peach County, GA",2009,12057,10830,1227,10.2
CN132270,13,227,"Pickens County, GA",2009,14888,13279,1609,10.8
CN132290,13,229,"Pierce County, GA",2009,8590,7789,801,9.3
CN132310,13,231,"Pike County, GA",2009,7982,7043,939,11.8
CN132330,13,233,"Polk County, GA",2009,21359,19042,2317,10.8
CN132350,13,235,"Pulaski County, GA",2009,4407,4093,314,7.1
CN132370,13,237,"Putnam County, GA",2009,10353,9275,1078,10.4
CN132390,13,239,"Quitman County, GA",2009,1045,922,123,11.8
CN132410,13,241,"Rabun County, GA",2009,6888,6169,719,10.4
CN132430,13,243,"Randolph County, GA",2009,2706,2353,353,13
CN132450,13,245,"Richmond County, GA",2009,90320,81056,9264,10.3
CN132470,13,247,"Rockdale County, GA",2009,39671,34921,4750,12
CN132490,13,249,"Schley County, GA",2009,1849,1593,256,13.8
CN132510,13,251,"Screven County, GA",2009,7444,6426,1018,13.7
CN132530,13,253,"Seminole County, GA",2009,4104,3665,439,10.7
CN132550,13,255,"Spalding County, GA",2009,28726,24288,4438,15.4
CN132570,13,257,"Stephens County, GA",2009,13976,12474,1502,10.7
CN132590,13,259,"Stewart County, GA",2009,2314,2066,248,10.7
CN132610,13,261,"Sumter County, GA",2009,14673,12774,1899,12.9
CN132630,13,263,"Talbot County, GA",2009,3130,2823,307,9.8
CN132650,13,265,"Taliaferro County, GA",2009,879,770,109,12.4
CN132670,13,267,"Tattnall County, GA",2009,9183,8382,801,8.7
CN132690,13,269,"Taylor County, GA",2009,3560,3096,464,13
CN132710,13,271,"Telfair County, GA",2009,4530,3795,735,16.2
CN132730,13,273,"Terrell County, GA",2009,4411,3900,511,11.6
CN132750,13,275,"Thomas County, GA",2009,21462,19456,2006,9.3
CN132770,13,277,"Tift County, GA",2009,18791,16793,1998,10.6
CN132790,13,279,"Toombs County, GA",2009,13794,12438,1356,9.8
CN132810,13,281,"Towns County, GA",2009,6073,5598,475,7.8
CN132830,13,283,"Treutlen County, GA",2009,2879,2535,344,11.9
CN132850,13,285,"Troup County, GA",2009,30310,26387,3923,12.9
CN132870,13,287,"Turner County, GA",2009,4971,4326,645,13
CN132890,13,289,"Twiggs County, GA",2009,4682,4147,535,11.4
CN132910,13,291,"Union County, GA",2009,11386,10356,1030,9
CN132930,13,293,"Upson County, GA",2009,11905,10324,1581,13.3
PA130800,13,295,"Walker County, GA",2009,32876,29713,3163,9.6
CN132970,13,297,"Walton County, GA",2009,40112,35702,4410,11
CN132990,13,299,"Ware County, GA",2009,15255,13629,1626,10.7
CN133010,13,301,"Warren County, GA",2009,2583,2097,486,18.8
CN133030,13,303,"Washington County, GA",2009,8062,6934,1128,14
CN133050,13,305,"Wayne County, GA",2009,12333,10887,1446,11.7
CN133070,13,307,"Webster County, GA",2009,1367,1242,125,9.1
CN133090,13,309,"Wheeler County, GA",2009,2947,2679,268,9.1
CN133110,13,311,"White County, GA",2009,12640,11440,1200,9.5
PA130850,13,313,"Whitfield County, GA",2009,43296,37890,5406,12.5
CN133150,13,315,"Wilcox County, GA",2009,3256,2879,377,11.6
CN133170,13,317,"Wilkes County, GA",2009,4475,3951,524,11.7
CN133190,13,319,"Wilkinson County, GA",2009,4736,4227,509,10.7
CN133210,13,321,"Worth County, GA",2009,10118,9025,1093,10.8
PA150100,15,001,"Hawaii County, HI",2009,85683,76424,9259,10.8
PS150070,15,003,"Honolulu County/city, HI",2009,447476,419242,28234,6.3
CN150070,15,007,"Kauai County, HI",2009,32595,29457,3138,9.6
PA150150,15,009,"Maui County, HI",2009,77974,70419,7555,9.7
CN160010,16,001,"Ada County, ID",2009,191856,174369,17487,9.1
CN160030,16,003,"Adams County, ID",2009,2148,1888,260,12.1
PA160150,16,005,"Bannock County, ID",2009,40148,36764,3384,8.4
CN160070,16,007,"Bear Lake County, ID",2009,3401,3223,178,5.2
CN160090,16,009,"Benewah County, ID",2009,3972,3490,482,12.1
CN160110,16,011,"Bingham County, ID",2009,22261,20953,1308,5.9
CN160130,16,013,"Blaine County, ID",2009,13177,12168,1009,7.7
CN160150,16,015,"Boise County, ID",2009,3385,3144,241,7.1
CN160170,16,017,"Bonner County, ID",2009,20777,18804,1973,9.5
PA160200,16,019,"Bonneville County, ID",2009,50843,47865,2978,5.9
CN160210,16,021,"Boundary County, ID",2009,4425,3895,530,12
CN160230,16,023,"Butte County, ID",2009,1498,1430,68,4.5
CN160250,16,025,"Camas County, ID",2009,616,548,68,11
PA160250,16,027,"Canyon County, ID",2009,81678,73008,8670,10.6
CN160290,16,029,"Caribou County, ID",2009,3654,3436,218,6
CN160310,16,031,"Cassia County, ID",2009,10279,9670,609,5.9
CN160330,16,033,"Clark County, ID",2009,567,544,23,4.1
CN160350,16,035,"Clearwater County, ID",2009,3437,3031,406,11.8
CN160370,16,037,"Custer County, ID",2009,2966,2851,115,3.9
CN160390,16,039,"Elmore County, ID",2009,11305,10431,874,7.7
CN160410,16,041,"Franklin County, ID",2009,5827,5593,234,4
CN160430,16,043,"Fremont County, ID",2009,5571,5204,367,6.6
CN160450,16,045,"Gem County, ID",2009,6935,6215,720,10.4
CN160470,16,047,"Gooding County, ID",2009,8401,7942,459,5.5
CN160490,16,049,"Idaho County, ID",2009,7449,6834,615,8.3
CN160510,16,051,"Jefferson County, ID",2009,11330,10560,770,6.8
CN160530,16,053,"Jerome County, ID",2009,10135,9536,599,5.9
PA160300,16,055,"Kootenai County, ID",2009,71316,65079,6237,8.7
CN160570,16,057,"Latah County, ID",2009,17769,16724,1045,5.9
CN160590,16,059,"Lemhi County, ID",2009,4023,3761,262,6.5
CN160610,16,061,"Lewis County, ID",2009,1780,1687,93,5.2
CN160630,16,063,"Lincoln County, ID",2009,2644,2387,257,9.7
CN160650,16,065,"Madison County, ID",2009,15865,14985,880,5.5
CN160670,16,067,"Minidoka County, ID",2009,9510,8936,574,6
CN160690,16,069,"Nez Perce County, ID",2009,19642,18571,1071,5.5
CN160710,16,071,"Oneida County, ID",2009,2227,2116,111,5
CN160730,16,073,"Owyhee County, ID",2009,4181,4008,173,4.1
CN160750,16,075,"Payette County, ID",2009,10957,10109,848,7.7
CN160770,16,077,"Power County, ID",2009,3541,3305,236,6.7
CN160790,16,079,"Shoshone County, ID",2009,6074,5350,724,11.9
CN160810,16,081,"Teton County, ID",2009,5169,4905,264,5.1
PA160350,16,083,"Twin Falls County, ID",2009,39325,36660,2665,6.8
CN160850,16,085,"Valley County, ID",2009,4852,4299,553,11.4
CN160870,16,087,"Washington County, ID",2009,4969,4553,416,8.4
PA170800,17,001,"Adams County, IL",2009,37728,34739,2989,7.9
CN170030,17,003,"Alexander County, IL",2009,3393,3013,380,11.2
CN170050,17,005,"Bond County, IL",2009,8581,7784,797,9.3
CN170070,17,007,"Boone County, IL",2009,26719,23041,3678,13.8
CN170090,17,009,"Brown County, IL",2009,3580,3419,161,4.5
CN170110,17,011,"Bureau County, IL",2009,19252,17145,2107,10.9
CN170130,17,013,"Calhoun County, IL",2009,2567,2322,245,9.5
CN170150,17,015,"Carroll County, IL",2009,7991,7148,843,10.5
CN170170,17,017,"Cass County, IL",2009,7453,6907,546,7.3
CN170190,17,019,"Champaign County, IL",2009,107182,98395,8787,8.2
CN170210,17,021,"Christian County, IL",2009,17809,16039,1770,9.9
CN170230,17,023,"Clark County, IL",2009,8177,7106,1071,13.1
CN170250,17,025,"Clay County, IL",2009,6569,5819,750,11.4
CN170270,17,027,"Clinton County, IL",2009,18733,17259,1474,7.9
PA170830,17,029,"Coles County, IL",2009,27569,25063,2506,9.1
CN170310,17,031,"Cook County, IL",2009,2603121,2328248,274873,10.6
CN170330,17,033,"Crawford County, IL",2009,9981,8929,1052,10.5
CN170350,17,035,"Cumberland County, IL",2009,5722,5165,557,9.7
PA170850,17,037,"DeKalb County, IL",2009,57656,52361,5295,9.2
CN170390,17,039,"De Witt County, IL",2009,8385,7616,769,9.2
CN170410,17,041,"Douglas County, IL",2009,10044,9129,915,9.1
PS170200,17,043,"DuPage County, IL",2009,523582,478709,44873,8.6
CN170450,17,045,"Edgar County, IL",2009,9940,8876,1064,10.7
CN170470,17,047,"Edwards County, IL",2009,3112,2828,284,9.1
CN170490,17,049,"Effingham County, IL",2009,18202,16757,1445,7.9
CN170510,17,051,"Fayette County, IL",2009,9554,8447,1107,11.6
CN170530,17,053,"Ford County, IL",2009,7620,6826,794,10.4
CN170550,17,055,"Franklin County, IL",2009,17436,14882,2554,14.6
CN170570,17,057,"Fulton County, IL",2009,18576,16246,2330,12.5
CN170590,17,059,"Gallatin County, IL",2009,2637,2346,291,11
CN170610,17,061,"Greene County, IL",2009,6676,6062,614,9.2
CN170630,17,063,"Grundy County, IL",2009,25744,22813,2931,11.4
CN170650,17,065,"Hamilton County, IL",2009,4046,3669,377,9.3
CN170670,17,067,"Hancock County, IL",2009,9538,8457,1081,11.3
CN170690,17,069,"Hardin County, IL",2009,1756,1532,224,12.8
CN170710,17,071,"Henderson County, IL",2009,3771,3417,354,9.4
PA170900,17,073,"Henry County, IL",2009,27722,25325,2397,8.6
CN170750,17,075,"Iroquois County, IL",2009,15892,14295,1597,10
PA170950,17,077,"Jackson County, IL",2009,32338,29966,2372,7.3
CN170790,17,079,"Jasper County, IL",2009,5068,4585,483,9.5
CN170810,17,081,"Jefferson County, IL",2009,20343,18309,2034,10
CN170830,17,083,"Jersey County, IL",2009,11526,10507,1019,8.8
CN170850,17,085,"Jo Daviess County, IL",2009,12815,11774,1041,8.1
CN170870,17,087,"Johnson County, IL",2009,4998,4480,518,10.4
PS170320,17,089,"Kane County, IL",2009,264155,237935,26220,9.9
PA171000,17,091,"Kankakee County, IL",2009,55192,48135,7057,12.8
CN170930,17,093,"Kendall County, IL",2009,55864,50082,5782,10.4
PA171050,17,095,"Knox County, IL",2009,25538,22896,2642,10.3
CN170970,17,097,"Lake County, IL",2009,366796,330246,36550,10
PS170400,17,099,"La Salle County, IL",2009,58747,51485,7262,12.4
CN171010,17,101,"Lawrence County, IL",2009,7773,6972,801,10.3
CN171030,17,103,"Lee County, IL",2009,17914,15969,1945,10.9
CN171050,17,105,"Livingston County, IL",2009,18833,16810,2023,10.7
CN171070,17,107,"Logan County, IL",2009,13237,11977,1260,9.5
CN171090,17,109,"McDonough County, IL",2009,17503,16159,1344,7.7
PS170500,17,111,"McHenry County, IL",2009,177305,160751,16554,9.3
PS170520,17,113,"McLean County, IL",2009,90939,84228,6711,7.4
PS170420,17,115,"Macon County, IL",2009,54489,47736,6753,12.4
CN171170,17,117,"Macoupin County, IL",2009,24416,21858,2558,10.5
PA170650,17,119,"Madison County, IL",2009,138351,124898,13453,9.7
CN171210,17,121,"Marion County, IL",2009,18246,16075,2171,11.9
CN171230,17,123,"Marshall County, IL",2009,7454,6662,792,10.6
CN171250,17,125,"Mason County, IL",2009,7270,6233,1037,14.3
CN171270,17,127,"Massac County, IL",2009,7209,6635,574,8
CN171290,17,129,"Menard County, IL",2009,6937,6397,540,7.8
CN171310,17,131,"Mercer County, IL",2009,8924,8129,795,8.9
CN171330,17,133,"Monroe County, IL",2009,18088,16682,1406,7.8
CN171350,17,135,"Montgomery County, IL",2009,13474,11833,1641,12.2
CN171370,17,137,"Morgan County, IL",2009,17239,15799,1440,8.4
CN171390,17,139,"Moultrie County, IL",2009,8044,7324,720,9
CN171410,17,141,"Ogle County, IL",2009,27937,24603,3334,11.9
CN171430,17,143,"Peoria County, IL",2009,100059,88478,11581,11.6
CN171450,17,145,"Perry County, IL",2009,9308,8196,1112,11.9
CN171470,17,147,"Piatt County, IL",2009,9306,8539,767,8.2
CN171490,17,149,"Pike County, IL",2009,8197,7530,667,8.1
CN171510,17,151,"Pope County, IL",2009,1870,1671,199,10.6
CN171530,17,153,"Pulaski County, IL",2009,2905,2558,347,11.9
CN171550,17,155,"Putnam County, IL",2009,3315,2818,497,15
CN171570,17,157,"Randolph County, IL",2009,14945,13534,1411,9.4
CN171590,17,159,"Richland County, IL",2009,7320,6549,771,10.5
PS170650,17,161,"Rock Island County, IL",2009,81013,73350,7663,9.5
CN171630,17,163,"St. Clair County, IL",2009,123797,110483,13314,10.8
CN171650,17,165,"Saline County, IL",2009,12425,11034,1391,11.2
CN171670,17,167,"Sangamon County, IL",2009,107406,98965,8441,7.9
CN171690,17,169,"Schuyler County, IL",2009,4240,3961,279,6.6
CN171710,17,171,"Scott County, IL",2009,2625,2428,197,7.5
CN171730,17,173,"Shelby County, IL",2009,10862,9779,1083,10
CN171750,17,175,"Stark County, IL",2009,2998,2704,294,9.8
CN171770,17,177,"Stephenson County, IL",2009,24989,22088,2901,11.6
PS170850,17,179,"Tazewell County, IL",2009,75461,66900,8561,11.3
CN171810,17,181,"Union County, IL",2009,8292,7394,898,10.8
PA171100,17,183,"Vermilion County, IL",2009,37624,33125,4499,12
CN171850,17,185,"Wabash County, IL",2009,6197,5561,636,10.3
CN171870,17,187,"Warren County, IL",2009,9013,8293,720,8
CN171890,17,189,"Washington County, IL",2009,7993,7356,637,8
CN171910,17,191,"Wayne County, IL",2009,7940,7169,771,9.7
CN171930,17,193,"White County, IL",2009,7683,7024,659,8.6
PA171150,17,195,"Whiteside County, IL",2009,30120,26934,3186,10.6
CN171970,17,197,"Will County, IL",2009,358961,323298,35663,9.9
PA171200,17,199,"Williamson County, IL",2009,34527,31209,3318,9.6
CN172010,17,201,"Winnebago County, IL",2009,152926,129264,23662,15.5
CN172030,17,203,"Woodford County, IL",2009,21565,19714,1851,8.6
CN180010,18,001,"Adams County, IN",2009,14713,12740,1973,13.4
CN180030,18,003,"Allen County, IN",2009,176528,160090,16438,9.3
PA180450,18,005,"Bartholomew County, IN",2009,39662,36172,3490,8.8
CN180070,18,007,"Benton County, IN",2009,4300,3914,386,9
CN180090,18,009,"Blackford County, IN",2009,6043,5241,802,13.3
CN180110,18,011,"Boone County, IN",2009,27540,25679,1861,6.8
CN180130,18,013,"Brown County, IN",2009,7510,6926,584,7.8
CN180150,18,015,"Carroll County, IN",2009,9978,8990,988,9.9
CN180170,18,017,"Cass County, IN",2009,17837,15966,1871,10.5
PA180500,18,019,"Clark County, IN",2009,54239,49783,4456,8.2
CN180210,18,021,"Clay County, IN",2009,12383,11190,1193,9.6
CN180230,18,023,"Clinton County, IN",2009,16904,15357,1547,9.2
CN180250,18,025,"Crawford County, IN",2009,5171,4629,542,10.5
CN180270,18,027,"Daviess County, IN",2009,14419,13719,700,4.9
CN180290,18,029,"Dearborn County, IN",2009,25616,23331,2285,8.9
CN180310,18,031,"Decatur County, IN",2009,12251,10904,1347,11
CN180330,18,033,"DeKalb County, IN",2009,20119,17631,2488,12.4
CN180350,18,035,"Delaware County, IN",2009,52837,47811,5026,9.5
CN180370,18,037,"Dubois County, IN",2009,21985,20235,1750,8
PS180100,18,039,"Elkhart County, IN",2009,93558,79495,14063,15
CN180410,18,041,"Fayette County, IN",2009,9690,8393,1297,13.4
PA180550,18,043,"Floyd County, IN",2009,37054,34330,2724,7.4
CN180450,18,045,"Fountain County, IN",2009,8470,7489,981,11.6
CN180470,18,047,"Franklin County, IN",2009,11510,10484,1026,8.9
CN180490,18,049,"Fulton County, IN",2009,9950,8832,1118,11.2
CN180510,18,051,"Gibson County, IN",2009,16270,15182,1088,6.7
